Date,Close ,Open,Hign,Low,Volume,Percent
2011年7月6日,648.75,679.5,680,647.5,12.82K,-4.67%
2011年7月5日,680.5,650.75,684.25,649,16.28K,9.69%
2011年7月4日,620.38,606.25,621.38,606.25,-,-3.18%
2011年7月1日,640.75,629,652.75,620.75,30.77K,1.87%
2011年6月30日,629,699,708.5,615,102.05K,-9.89%
2011年6月29日,698,689.5,714.5,684.5,143.36K,2.20%
2011年6月28日,683,667.75,684.5,661,135.56K,3.37%
2011年6月27日,660.75,669,669.5,650,138.08K,2.30%
2011年6月26日,645.88,652.88,653.38,645.13,-,-3.60%
2011年6月24日,670,687,697.75,669,160.55K,-1.54%
2011年6月23日,680.5,675,688,639,194.37K,0.44%
2011年6月22日,677.5,709,714,677.5,172.36K,-4.24%
2011年6月21日,707.5,703,719.25,702.25,172.81K,1.00%
2011年6月20日,700.5,704.5,707.75,695.5,132.76K,0.13%
2011年6月19日,699.63,704.75,705.63,697.63,-,-0.09%
2011年6月17日,700.25,700.5,714.5,691.25,174.75K,-0.18%
2011年6月16日,701.5,725.75,728.5,698.75,222.26K,-3.34%
2011年6月15日,725.75,760.25,762.25,725.5,235.15K,-3.94%
2011年6月14日,755.5,779.25,779.5,752.5,188.44K,-3.45%
2011年6月13日,782.5,786,792.5,777.25,162.36K,-1.03%
2011年6月12日,790.63,785.88,791.88,785.38,-,0.46%
2011年6月10日,787,785,799.75,777,171.08K,0.19%
2011年6月9日,785.5,764,793,759.5,213.50K,2.81%
2011年6月8日,764,738.75,766.5,734.5,224.54K,3.73%
2011年6月7日,736.5,732,737.75,729.25,188.51K,0.61%
2011年6月6日,732,754,758,731.5,139.37K,-3.13%
2011年6月5日,755.63,754.13,757.13,754.13,-,0.22%
2011年6月3日,754,765.5,769,751,122.24K,-1.63%
2011年6月2日,766.5,757.5,770,754.5,135.17K,1.05%
2011年6月1日,758.5,751,760.5,741,163.81K,1.47%
2011年5月31日,747.5,749,763.75,743,148.54K,-0.48%
2011年5月30日,751.13,748.13,753.13,745.75,-,-0.97%
2011年5月27日,758.5,747.5,759,740.75,120.46K,1.74%
2011年5月26日,745.5,744,758.5,743.5,135.06K,0.44%
2011年5月25日,742.25,735,747,732.25,117.08K,1.23%
2011年5月24日,733.25,754.25,759,726.75,167.10K,-2.75%
2011年5月23日,754,769,775,750,152.06K,-2.57%
2011年5月22日,773.88,769.25,774.38,765.75,-,1.89%
2011年5月20日,759.5,748,765,743.25,153.23K,1.50%
2011年5月19日,748.25,749.25,760.25,742.5,156.39K,-0.20%
2011年5月18日,749.75,721.75,750.25,721.5,164.86K,4.10%
2011年5月17日,720.25,697.5,721,695.5,147.13K,3.26%
2011年5月16日,697.5,689,708,688.75,138.18K,-0.05%
2011年5月15日,697.88,688.88,699.38,688.88,-,2.78%
2011年5月13日,679,685.25,687.75,674.5,0.38K,-0.33%
2011年5月12日,681.25,669.75,693,659.25,1.57K,1.87%
2011年5月11日,668.75,708,711.25,668.5,2.61K,-5.28%
2011年5月10日,706,704,720.75,701,2.55K,0.21%
2011年5月9日,704.5,682.75,706,682.75,4.11K,2.12%
2011年5月8日,689.88,690.5,690.5,685.88,-,1.04%
2011年5月6日,682.75,704.5,716.5,677.5,5.52K,-3.16%
2011年5月5日,705,728.25,733.5,699,6.90K,-2.96%
2011年5月4日,726.5,719.5,730.75,711.75,9.00K,1.04%
2011年5月3日,719,735.5,738.5,716,18.93K,-1.61%
2011年5月2日,730.75,752.75,757.75,728.25,22.67K,-3.07%
2011年5月1日,753.88,752.38,757.5,750.88,-,-0.02%
2011年4月29日,754,723.25,758.5,719.75,55.92K,4.29%
2011年4月28日,723,757,761.25,715.5,161.82K,-3.89%
2011年4月27日,752.25,766.75,767.75,750,160.70K,-1.83%
2011年4月26日,766.25,765.5,771,751.25,158.03K,0.49%
2011年4月25日,762.5,748.25,765.25,746,144.14K,0.18%
2011年4月24日,761.13,757.63,763.13,756.13,-,2.08%
2011年4月22日,745.63,745.63,745.63,745.63,-,1.14%
2011年4月21日,737.25,733.25,741.5,728.5,110.02K,0.61%
2011年4月20日,732.75,749,768,728.75,118.86K,-2.17%
2011年4月19日,749,752.25,757.25,747.5,113.08K,-0.37%
2011年4月18日,751.75,740.5,753.25,733.75,196.25K,0.74%
2011年4月17日,746.25,747.63,748.63,741.88,-,0.57%
2011年4月15日,742,755,758.25,739.5,164.73K,-1.62%
2011年4月14日,754.25,757.5,760.25,741.25,158.74K,-0.17%
2011年4月13日,755.5,753.25,768.5,746.5,207.99K,0.40%
2011年4月12日,752.5,775.25,775.5,746.75,216.65K,-3.03%
2011年4月11日,776,772.75,783.75,760,166.11K,-0.74%
2011年4月10日,781.75,772.63,783.63,772.63,-,1.79%
2011年4月8日,768,759,769.25,751.25,240.92K,1.19%
2011年4月7日,759,762.75,773.25,752.75,192.60K,-0.52%
2011年4月6日,763,765,767,757.5,139.68K,-0.49%
2011年4月5日,766.75,758.25,770.75,754.5,166.00K,0.85%
2011年4月4日,760.25,736,765,734,196.93K,3.00%
2011年4月3日,738.13,735.13,741.63,734.63,-,0.29%
2011年4月1日,736,730,738.25,725,224.26K,6.17%
2011年3月31日,693.25,663.25,693.25,659.25,64.25K,4.52%
2011年3月30日,663.25,672.25,675,660,147.18K,-1.27%
2011年3月29日,671.75,671,677,661.25,149.18K,0.11%
2011年3月28日,671,692.75,694.75,668.25,152.41K,-3.23%
2011年3月27日,693.38,692.63,694.63,691.38,-,0.56%
2011年3月25日,689.5,702.75,717.25,688.25,204.08K,-1.85%
2011年3月24日,702.5,681,703.5,676.25,213.01K,3.16%
2011年3月23日,681,687.5,691.25,678.25,116.37K,-0.84%
2011年3月22日,686.75,686.75,687,673,129.11K,0.04%
2011年3月21日,686.5,685.75,698.5,676,141.44K,-1.24%
2011年3月20日,695.13,685.88,698.38,685.88,-,1.70%
2011年3月18日,683.5,656,691.5,652.25,248.24K,5.72%
2011年3月17日,646.5,618.25,646.5,616,118.75K,4.87%
2011年3月16日,616.5,630,647.75,608,283.67K,-3.07%
2011年3月15日,636,667.25,667.75,636,189.09K,-4.22%
2011年3月14日,664,658,668,650.5,0.68K,0.66%
2011年3月13日,659.63,666.63,668.88,659.13,-,0.06%
2011年3月11日,659.25,677.75,677.75,646.25,1.49K,-2.51%
2011年3月10日,676.25,694.5,696,675,2.72K,-2.70%
2011年3月9日,695,699,707.25,685,3.45K,-0.54%
2011年3月8日,698.75,710.75,712,694.5,4.67K,-1.69%
2011年3月7日,710.75,721.25,726,704.25,5.40K,-1.46%
2011年3月4日,721.25,729.5,735,716.25,9.57K,-1.16%
2011年3月3日,729.75,714,730,711,8.54K,2.21%
2011年3月2日,714,726.25,732.5,699.75,18.57K,-1.82%
2011年3月1日,727.25,722,727.75,717.25,28.95K,0.66%
2011年2月28日,722.5,712.5,723.5,706.75,39.23K,1.47%
2011年2月25日,712,685,722.25,683.25,137.42K,3.83%
2011年2月24日,685.75,693,698,680,147.13K,-0.83%
2011年2月23日,691.5,672.5,693.75,656.5,194.78K,1.73%
2011年2月22日,679.75,714.5,724.25,679.75,176.84K,-4.23%
2011年2月18日,709.75,712,715,701.75,156.48K,-0.42%
2011年2月17日,712.75,692,712.75,692,121.11K,3.22%
2011年2月16日,690.5,691.5,695,682.75,165.50K,0.00%
2011年2月15日,690.5,697,699.75,680.25,218.42K,-0.75%
2011年2月14日,695.75,706.25,710.5,695,156.57K,-1.52%
2011年2月11日,706.5,698.75,706.75,695,179.71K,1.15%
2011年2月10日,698.5,698,704.5,694.25,224.74K,0.07%
2011年2月9日,698,673.5,700.75,673.25,231.72K,3.60%
2011年2月8日,673.75,674,675,666.25,147.47K,-0.15%
2011年2月7日,674.75,677,682.5,669.5,182.66K,-0.55%
2011年2月4日,678.5,664,679.5,659.5,144.57K,2.42%
2011年2月3日,662.5,669,673.75,658.5,155.39K,-1.01%
2011年2月2日,669.25,665.5,674.5,663.25,135.55K,0.49%
2011年2月1日,666,658.75,666.75,655.75,136.79K,0.99%
2011年1月31日,659.5,642.25,659.5,642.25,143.66K,2.41%
2011年1月28日,644,652,657.75,642.5,149.13K,-1.04%
2011年1月27日,650.75,658.5,661.75,647.5,144.41K,-1.06%
2011年1月26日,657.75,644,662,640.25,145.60K,2.14%
2011年1月25日,644,654.75,655,639.25,169.91K,-1.72%
2011年1月24日,655.25,659.5,661.5,650.5,129.97K,-0.25%
2011年1月23日,656.88,656.88,656.88,656.88,-,-0.06%
2011年1月21日,657.25,656,667,650.5,181.67K,0.50%
2011年1月20日,654,641.25,654.75,627.5,198.69K,1.99%
2011年1月19日,641.25,659.5,666.25,637.25,225.52K,-2.77%
2011年1月18日,659.5,647.25,662.75,645.5,171.36K,1.52%
2011年1月17日,649.63,649.63,649.63,649.63,-,0.13%
2011年1月14日,648.75,645,652,636.25,159.21K,0.97%
2011年1月13日,642.5,633.5,649.5,633.25,199.50K,1.82%
2011年1月12日,631,608,637,605.5,214.20K,3.95%
2011年1月11日,607,608,615.5,603.5,146.51K,0.00%
2011年1月10日,607,597.5,614,597.25,165.46K,2.02%
2011年1月7日,595,600.5,604.5,595,164.23K,-1.16%
2011年1月6日,602,618.75,621.5,600.25,178.71K,-2.79%
2011年1月5日,619.25,609,619.75,600.25,164.32K,1.77%
2011年1月4日,608.5,620,623.5,603.25,177.11K,-1.93%
2011年1月3日,620.5,626.25,634,620,122.20K,-1.35%
2010年12月31日,629,616.25,630,615.75,69.51K,2.11%
2010年12月30日,616,623,625,612.5,94.98K,-1.28%
2010年12月29日,624,622.5,626.5,619,72.85K,0.12%
2010年12月28日,623.25,614.5,624.25,612.5,82.06K,1.30%
2010年12月27日,615.25,610,619,609.25,62.23K,0.35%
2010年12月24日,613.13,613.13,613.13,613.13,-,-0.14%
2010年12月23日,614,608.5,614.75,606.5,86.30K,0.82%
2010年12月22日,609,602.5,609.75,600,101.21K,1.12%
2010年12月21日,602.25,599,604,598,75.07K,0.46%
2010年12月20日,599.5,597,604,596.5,93.07K,0.50%
2010年12月17日,596.5,587,599,585.5,113.49K,1.53%
2010年12月16日,587.5,583.25,590,581.5,87.44K,0.56%
2010年12月15日,584.25,586,594.5,580,128.40K,1.70%
2010年12月14日,574.5,573.75,578.25,571.5,4.79K,-0.13%
2010年12月13日,575.25,561,576,555.5,5.97K,0.07%
2010年12月12日,574.88,574.88,574.88,574.88,-,2.61%
2010年12月10日,560.25,562,565.25,553.75,11.11K,0.00%
2010年12月9日,560.25,559.5,564.5,554.5,12.50K,0.13%
2010年12月8日,559.5,547,559.75,538.25,14.87K,2.24%
2010年12月7日,547.25,554.25,562,542.75,18.14K,-1.17%
2010年12月6日,553.75,559,560.5,548,24.31K,-0.94%
2010年12月3日,559,541,559.5,541,23.74K,3.37%
2010年12月2日,540.75,550,553.25,540.5,36.14K,-1.99%
2010年12月1日,551.75,530.75,552.75,528.75,49.51K,4.10%
2010年11月30日,530,539,541,529.5,57.51K,-1.53%
2010年11月29日,538.25,542.5,545,535.25,173.31K,0.00%
2010年11月26日,538.25,540,543.5,530.75,91.56K,-0.09%
2010年11月24日,538.75,528.5,539.5,528.5,145.62K,1.94%
2010年11月23日,528.5,518.5,531.5,506.25,216.15K,2.57%
2010年11月22日,515.25,515.25,532.25,511.75,215.86K,-1.06%
2010年11月19日,520.75,542.75,548.25,518.5,197.57K,-3.88%
2010年11月18日,541.75,527,546.5,526,152.13K,3.04%
2010年11月17日,525.75,527.5,536,509,239.34K,-0.14%
2010年11月16日,526.5,555,556.25,525.5,265.13K,-5.22%
2010年11月15日,555.5,541.75,567,539,209.83K,4.03%
2010年11月12日,534,564,566.5,534,270.07K,-5.32%
2010年11月11日,564,567,574.25,557.5,240.56K,-0.49%
2010年11月10日,566.75,575,580.25,565,234.15K,-1.65%
2010年11月9日,576.25,585.5,605,571,368.62K,-1.54%
2010年11月8日,585.25,587.5,592,584.5,181.96K,-0.43%
2010年11月5日,587.75,590,591.75,583,188.47K,-0.38%
2010年11月4日,590,581,595.75,580.5,193.30K,1.55%
2010年11月3日,581,576.25,582.25,568.75,203.28K,0.91%
2010年11月2日,575.75,577.75,583,572.25,178.28K,-0.26%
2010年11月1日,577.25,585,590.75,572,163.20K,-1.97%
2010年10月31日,588.88,585.75,588.88,583.63,-,1.18%
2010年10月29日,582,579,583,571,130.06K,0.52%
2010年10月28日,579,576,585.25,575.25,187.62K,0.30%
2010年10月27日,577.25,571.75,579,561.5,176.34K,1.09%
2010年10月26日,571,567,577.25,562,173.45K,0.40%
2010年10月25日,568.75,561,575.5,560.5,149.49K,0.35%
2010年10月24日,566.75,561.25,567.13,560.63,-,1.21%
2010年10月22日,560,564,571,559.5,142.07K,-0.75%
2010年10月21日,564.25,573,579.5,561.75,187.13K,-1.61%
2010年10月20日,573.5,546,576,544,222.19K,5.04%
2010年10月19日,546,557.25,562,542.75,232.70K,-2.02%
2010年10月18日,557.25,561.5,563,553,146.18K,-0.54%
2010年10月17日,560.25,561.38,561.38,558.13,-,-0.49%
2010年10月15日,563,568,575,561,160.43K,-0.75%
2010年10月14日,567.25,569,579.75,565.75,189.20K,-0.35%
2010年10月13日,569.25,578,588,565.5,247.19K,-1.68%
2010年10月12日,579,555,584.25,554.5,284.56K,4.18%
2010年10月11日,555.75,573.25,573.25,555,275.24K,-2.99%
2010年10月10日,572.88,573.38,573.38,568.5,-,8.45%
